L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 0.5, 1, 8, 16, 32, gauss, 0.275
40, 5.0, 1, 8, 12, 32, gauss, 0.14
40, 7.0, 1, 13, 16, 32, gauss, 0.27
40, 1.0, 1, 13, 12, 32, gauss, 0.11
40, 7.0, 1, 12, 16, 32, gauss, 0.205
40, 7.5, 1, 14, 12, 32, gauss, 0.125
40, 7.5, 1, 9, 12, 32, gauss, 0.125
40, 2.0, 1, 10, 16, 32, gauss, 0.23
40, 6.0, 1, 11, 16, 32, gauss, 0.245
40, 7.0, 1, 10, 12, 32, gauss, 0.13
40, 2.0, 1, 11, 8, 32, gauss, 0.06
40, 4.5, 1, 13, 16, 32, gauss, 0.215
40, 2.0, 1, 7, 12, 32, gauss, 0.165
40, 6.0, 1, 1, 12, 32, gauss, 0.165
40, 2.5, 1, 5, 12, 32, gauss, 0.11
40, 5.0, 1, 7, 12, 32, gauss, 0.085
40, 3.0, 1, 9, 8, 32, gauss, 0.04
40, 0.0, 1, 13, 16, 32, gauss, 0.215
40, 4.0, 1, 14, 8, 32, gauss, 0.03
40, 7.0, 1, 8, 8, 32, gauss, 0.055
40, 0.5, 1, 14, 12, 32, gauss, 0.1
40, 6.5, 1, 6, 12, 32, gauss, 0.135
40, 7.5, 1, 12, 8, 32, gauss, 0.035
40, 7.5, 1, 5, 8, 32, gauss, 0.04
40, 1.5, 1, 4, 16, 32, gauss, 0.215
40, 4.5, 1, 13, 8, 32, gauss, 0.02
40, 6.0, 1, 1, 16, 32, gauss, 0.18
40, 5.0, 1, 2, 12, 32, gauss, 0.135
40, 5.5, 1, 9, 16, 32, gauss, 0.22
40, 5.5, 1, 11, 12, 32, gauss, 0.175
40, 3.0, 1, 13, 12, 32, gauss, 0.09
40, 5.5, 1, 10, 8, 32, gauss, 0.025
40, 1.0, 1, 7, 16, 32, gauss, 0.245
40, 5.5, 1, 12, 8, 32, gauss, 0.035
40, 7.0, 1, 2, 8, 32, gauss, 0.055
40, 5.5, 1, 2, 8, 32, gauss, 0.02
40, 0.0, 1, 3, 8, 32, gauss, 0.04
40, 0.0, 1, 4, 12, 32, gauss, 0.12
40, 0.5, 1, 4, 12, 32, gauss, 0.115
40, 0.5, 1, 4, 16, 32, gauss, 0.255
40, 7.5, 1, 2, 16, 32, gauss, 0.28
40, 5.5, 1, 14, 16, 32, gauss, 0.275
40, 3.0, 1, 4, 8, 32, gauss, 0.035
40, 0.5, 1, 9, 8, 32, gauss, 0.03
40, 3.5, 1, 11, 8, 32, gauss, 0.075
40, 3.0, 1, 1, 16, 32, gauss, 0.205
40, 5.5, 1, 7, 12, 32, gauss, 0.11
40, 5.5, 1, 9, 8, 32, gauss, 0.03
40, 2.5, 1, 1, 12, 32, gauss, 0.12
40, 6.0, 1, 10, 12, 32, gauss, 0.09
