L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 6.0, 1, 16, 15, 32, gauss, 0.19495
40, 9.5, 1, 15, 15, 32, gauss, 0.35255
40, 2.0, 1, 16, 15, 32, gauss, 0.19235
40, 6.5, 1, 1, 15, 32, gauss, 0.2182
40, 6.5, 1, 16, 15, 32, gauss, 0.1982
40, 2.0, 1, 11, 15, 32, gauss, 0.21025
40, 6.0, 1, 19, 15, 32, gauss, 0.19915
40, 0.0, 1, 2, 15, 32, gauss, 0.1974
40, 10.0, 1, 7, 15, 32, gauss, 0.35965
40, 7.0, 1, 12, 15, 32, gauss, 0.21705
40, 4.5, 1, 2, 15, 32, gauss, 0.20235
40, 7.5, 1, 16, 15, 32, gauss, 0.24565
40, 10.0, 1, 12, 15, 32, gauss, 0.3802
40, 5.5, 1, 8, 15, 32, gauss, 0.197
40, 2.5, 1, 5, 15, 32, gauss, 0.20585
40, 9.5, 1, 9, 15, 32, gauss, 0.31735
40, 8.0, 1, 1, 15, 32, gauss, 0.23895
40, 6.0, 1, 8, 15, 32, gauss, 0.1981
40, 2.5, 1, 19, 15, 32, gauss, 0.18835
40, 6.0, 1, 5, 15, 32, gauss, 0.19445
40, 4.0, 1, 15, 15, 32, gauss, 0.1841
40, 1.5, 1, 17, 15, 32, gauss, 0.1847
40, 0.0, 1, 8, 15, 32, gauss, 0.20515
40, 1.0, 1, 8, 15, 32, gauss, 0.20555
40, 0.5, 1, 8, 15, 32, gauss, 0.2117
40, 5.0, 1, 6, 15, 32, gauss, 0.1951
40, 1.0, 1, 14, 15, 32, gauss, 0.1946
40, 3.5, 1, 18, 15, 32, gauss, 0.17995
40, 7.0, 1, 1, 15, 32, gauss, 0.2111
40, 9.5, 1, 10, 15, 32, gauss, 0.32055
40, 1.5, 1, 6, 15, 32, gauss, 0.2061
40, 7.0, 1, 20, 15, 32, gauss, 0.2169
40, 8.5, 1, 10, 15, 32, gauss, 0.27575
40, 10.0, 1, 5, 15, 32, gauss, 0.35155
40, 8.5, 1, 3, 15, 32, gauss, 0.25945
40, 5.5, 1, 4, 15, 32, gauss, 0.20075
40, 1.0, 1, 9, 15, 32, gauss, 0.20965
40, 8.5, 1, 6, 15, 32, gauss, 0.2717
40, 4.0, 1, 16, 15, 32, gauss, 0.1884
40, 8.0, 1, 5, 15, 32, gauss, 0.25255
40, 0.0, 1, 16, 15, 32, gauss, 0.2058
40, 3.0, 1, 11, 15, 32, gauss, 0.1993
40, 8.5, 1, 11, 15, 32, gauss, 0.28345
40, 5.5, 1, 2, 15, 32, gauss, 0.20635
40, 4.5, 1, 14, 15, 32, gauss, 0.1876
40, 0.5, 1, 9, 15, 32, gauss, 0.19895
40, 5.5, 1, 6, 15, 32, gauss, 0.1954
40, 8.5, 1, 2, 15, 32, gauss, 0.25835
40, 2.5, 1, 12, 15, 32, gauss, 0.1973
40, 4.0, 1, 2, 15, 32, gauss, 0.2058
40, 10.0, 1, 6, 15, 32, gauss, 0.367
40, 8.0, 1, 19, 15, 32, gauss, 0.26325
40, 8.5, 1, 19, 15, 32, gauss, 0.27055
40, 3.5, 1, 4, 15, 32, gauss, 0.2156
40, 0.0, 1, 17, 15, 32, gauss, 0.19245
40, 0.5, 1, 12, 15, 32, gauss, 0.2114
40, 6.5, 1, 2, 15, 32, gauss, 0.2157
40, 9.0, 1, 10, 15, 32, gauss, 0.309
40, 9.5, 1, 7, 15, 32, gauss, 0.3272
40, 7.0, 1, 7, 15, 32, gauss, 0.1982
40, 6.5, 1, 20, 15, 32, gauss, 0.1977
40, 4.0, 1, 14, 15, 32, gauss, 0.18535
40, 10.0, 1, 19, 15, 32, gauss, 0.3734
40, 0.5, 1, 6, 15, 32, gauss, 0.20055
40, 7.5, 1, 1, 15, 32, gauss, 0.2358
40, 8.0, 1, 8, 15, 32, gauss, 0.2543
40, 1.5, 1, 9, 15, 32, gauss, 0.2129
