 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist, expected len
33.3333333333,    12,    0.406,    0.2006,    29.2021283622,    5.54536448686,    6
33.3333333333,    12,    0.4127,    0.1962,    29.2246157737,    5.53149060653,    2
33.3333333333,    12,    0.414,    0.2051,    29.2146821886,    5.53256913175,    5
33.3333333333,    12,    0.418,    0.2031,    29.2141124849,    5.53244109209,    4
33.3333333333,    12,    0.4195,    0.1954,    29.18021462,    5.54668927092,    8
33.3333333333,    12,    0.4201,    0.208,    29.1862121873,    5.5475236377,    9
33.3333333333,    12,    0.422,    0.2065,    29.2309946461,    5.54312477131,    3
33.3333333333,    12,    0.4272,    0.1978,    29.220290786,    5.52514336042,    0
33.3333333333,    12,    0.4307,    0.2037,    29.2234419758,    5.53201903516,    1
33.3333333333,    12,    0.4351,    0.218,    29.1835190189,    5.54368400029,    7
