 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist
20.48,    1,    0.06,    0.34,    15.6074533099,	4.81597341393
40.96,    1,    0.3,    0.58,    15.9558574211,	6.73871212567
61.44,    1,    0.4,    0.5,    16.0987712508,	6.72935922019
81.92,    1,    0.4,    0.44,    16.1494603635,	6.65104384761
102.4,    1,    0.22,    0.52,    16.1967698249,	6.1201179428
122.88,    1,    0.38,    0.5,    16.2264192536,	5.99295917087
143.36,    1,    0.6,    0.44,    16.2252863205,	5.55016016899
163.84,    1,    0.52,    0.52,    16.2377493224,	5.33673519202
