 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist
5.12,    1,    0.08,    0.09,    6.53825897868,	2.5075
10.24,    1,    0.13,    0.23,    7.40164848217,	3.32210137085
15.36,    1,    0.26,    0.39,    7.57949542465,	3.86885797536
20.48,    1,    0.29,    0.44,    7.74539311051,	4.16707819795
25.6,    1,    0.26,    0.52,    7.82005676208,	4.03413179757
30.72,    1,    0.39,    0.53,    7.86568404654,	4.30613056771
35.84,    1,    0.27,    0.57,    7.90633356983,	4.1433322466
40.96,    1,    0.35,    0.52,    7.92706354541,	4.27477844689
