 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist
5.12,    1,    0.14,    0.04,    6.74224489796,	2.63466666667
10.24,    1,    0.16,    0.34,    7.51081332759,	3.34408441558
15.36,    1,    0.32,    0.44,    7.7406120242,	4.23071328671
20.48,    1,    0.22,    0.64,    7.83679769345,	4.22992690058
25.6,    1,    0.26,    0.46,    7.86660949437,	4.19325810891
30.72,    1,    0.3,    0.56,    7.92683490469,	4.40348654003
35.84,    1,    0.34,    0.58,    7.98921560812,	4.19133141869
40.96,    1,    0.34,    0.46,    8.00488931977,	4.44029008109
