 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist, expected len
5,    32,    0.121583333333,    0.101666666667,    18.1036687358,    1.94793841354,    0
5,    32,    0.124416666667,    0.103,    18.0981912441,    1.94563518542,    1
5,    32,    0.11925,    0.0989166666667,    18.0717415889,    1.95029621171,    2
5,    32,    0.123083333333,    0.100666666667,    18.055965162,    1.94658345579,    3
5,    32,    0.126916666667,    0.109,    18.0657098923,    1.9472070879,    4
5,    32,    0.12425,    0.104416666667,    18.0541647594,    1.94694715998,    5
5,    32,    0.128333333333,    0.1055,    18.0334968188,    1.9472901441,    6
5,    32,    0.129333333333,    0.106833333333,    18.017306476,    1.94885158275,    7
5,    32,    0.13875,    0.11425,    17.9996529916,    1.94682781341,    8
5,    32,    0.134416666667,    0.109333333333,    17.9781804005,    1.94855224769,    9
5,    32,    0.117833333333,    0.0979166666667,    17.9483379651,    2.03954854872,    10
5,    32,    0.1165,    0.0941666666667,    17.9207459261,    1.98366221503,    11
5,    32,    0.134166666667,    0.111916666667,    17.9026617053,    1.95203232632,    12
5,    32,    0.1505,    0.128083333333,    17.878745604,    1.94978147848,    13
5,    32,    0.152833333333,    0.127083333333,    17.8467133932,    1.95184205412,    14
5,    32,    0.1495,    0.122083333333,    17.8359504554,    1.94716053594,    15
5,    32,    0.155083333333,    0.129666666667,    17.7987275193,    1.95108854323,    16
5,    32,    0.149166666667,    0.123416666667,    17.7559087015,    1.9490714203,    17
5,    32,    0.142833333333,    0.117416666667,    17.7408625653,    1.94868782723,    18
5,    32,    0.141333333333,    0.115583333333,    17.6852168208,    1.94804530745,    19
5,    32,    0.129333333333,    0.107416666667,    17.6694982807,    1.94657547002,    20
5,    32,    0.134,    0.113666666667,    17.66179769,    1.94886502185,    21
5,    32,    0.132583333333,    0.110833333333,    17.6601632692,    1.94855561076,    22
5,    32,    0.125833333333,    0.10275,    17.6745421794,    1.94593959975,    23
5,    32,    0.125333333333,    0.105166666667,    17.6708859002,    1.94818897795,    24
5,    32,    0.1265,    0.102833333333,    17.7028828199,    1.94900942722,    25
5,    32,    0.122833333333,    0.103583333333,    17.7149824204,    1.94638858007,    26
5,    32,    0.12925,    0.108166666667,    17.714551609,    1.94559583027,    27
5,    32,    0.125,    0.103333333333,    17.7579079434,    1.94789362934,    28
5,    32,    0.127833333333,    0.105583333333,    17.7451999422,    1.94832734956,    29
5,    32,    0.125416666667,    0.104416666667,    17.7807116136,    1.94734115172,    30
5,    32,    0.125833333333,    0.1035,    17.8255892533,    1.94748746936,    31
