 anyons , CorrLen , q1 failure , q2 failure, expected len
0, 1,    0, 0.0,  0.0
57, 1,    0, 0.0,  0.0
114, 1,    0, 1.0,  0.0
456, 1,    0, 0.0,  1.0
342, 1,    0, 0.0,  1.0
399, 1,    0, 0.0,  0.0
285, 1,    0, 0.0,  0.0
570, 1,    0, 0.0,  0.0
228, 1,    0, 0.0,  1.0
171, 1,    0, 0.0,  0.0
513, 1,    0, 0.0,  1.0
