 anyons , CorrLen , q1 failure , q2 failure, expected len
0, 1,    0, 0.0,  0.0
57, 1,    0, 0.1,  0.2
456, 1,    0, 0.5,  0.1
114, 1,    0, 0.4,  0.7
399, 1,    0, 0.7,  0.5
513, 1,    0, 0.4,  0.0
570, 1,    0, 0.0,  0.0
228, 1,    0, 0.5,  0.4
285, 1,    0, 0.6,  0.5
342, 1,    0, 0.7,  0.7
171, 1,    0, 0.6,  0.6
