anyons, CorrLen, exp len, q1 failure, q2 failure 
200, 2, 0, 0.0, 0.0
100, 4, 0, 0.0, 0.0
66.66, 6, 0, 0.0233333333333, 0.00333333333333
50, 8, 0, 0.18, 0.0566666666667
40, 10, 0, 0.263333333333, 0.09
33.33, 12, 0, 0.356666666667, 0.143333333333
28.57, 14, 0, 0.43, 0.196666666667
25, 16, 0, 0.446666666667, 0.25
22.22, 18, 0, 0.5, 0.25
20, 20, 0, 0.46, 0.333333333333
