 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist, expected len
33.3333333333,    12,    0.396,    0.226,    29.2474749556,    5.52449546098,    6
33.3333333333,    12,    0.405,    0.202,    29.2295416288,    5.54201848671,    1
33.3333333333,    12,    0.414,    0.21,    29.2346013313,    5.53976297695,    5
33.3333333333,    12,    0.419,    0.192,    29.2259659902,    5.5318042423,    4
33.3333333333,    12,    0.427,    0.212,    29.2212381958,    5.52555695167,    3
33.3333333333,    12,    0.431,    0.201,    29.2202458245,    5.52154678308,    7
33.3333333333,    12,    0.437,    0.204,    29.2415517118,    5.54793748607,    9
33.3333333333,    12,    0.439,    0.196,    29.2020680439,    5.5196984792,    2
33.3333333333,    12,    0.442,    0.236,    29.234868334,    5.55234261072,    0
33.3333333333,    12,    0.452,    0.216,    29.2268862348,    5.52724906144,    8
