 anyons , CorrLen , q1 failure , q2 failure , Avg man dist, Avg Match Dist
11.52,    1,    0.0,    0.0,    11.5095918929,    1.06078550931
23.04,    1,    0.0,    0.0,    11.7790347333,    1.11985728211
34.56,    1,    0.0009,    0.0007,    11.865033488,    1.17535342446
46.08,    1,    0.0196,    0.0219,    11.9054926288,    1.22678165582
57.6,    1,    0.1307,    0.1379,    11.9289588954,    1.26086038418
69.12,    1,    0.334,    0.3279,    11.9441247111,    1.27492888648
80.64,    1,    0.4589,    0.4592,    11.9540292734,    1.27428812527
92.16,    1,    0.4967,    0.4984,    11.9609355252,    1.26534844334
103.68,    1,    0.5005,    0.5022,    11.9663404697,    1.25494152122
